,X,Y,sin(month),sin(day),log(FFMC),DMC,log(DC),log(ISI),temp,log(RH),wind,log(rain),log(area)
0,7,5,0.1411200080598672,-0.9589242746631385,4.468204330914934,26.2,4.557029810660157,1.8082887711792655,8.2,3.9512437185814275,6.7,0.0,0.0
1,7,4,-0.5440211108893698,0.9092974268256817,4.517431271680085,35.4,6.507426954979125,2.0412203288596382,18.0,3.5263605246161616,0.9,0.0,0.0
2,7,4,-0.5440211108893698,-0.27941549819892586,4.517431271680085,43.7,6.533643478531968,2.0412203288596382,14.6,3.5263605246161616,1.3,0.0,0.0
3,8,6,0.1411200080598672,-0.9589242746631385,4.529368472571809,33.3,4.363098624788363,2.302585092994046,8.3,4.584967478670572,4.0,0.18232155679395465,0.0
4,8,6,0.1411200080598672,0.6569865987187891,4.5031374604229395,51.3,4.636668853047462,2.3608540011180215,11.4,4.605170185988092,1.8,0.0,0.0
5,8,6,0.9893582466233818,0.6569865987187891,4.535820107853298,85.3,6.192362489474872,2.7536607123542622,22.2,3.4011973816621555,5.4,0.0,0.0
6,8,6,0.9893582466233818,0.8414709848078965,4.535820107853298,88.9,6.207784873074067,2.2512917986064953,24.1,3.332204510175204,3.1,0.0,0.0
7,8,6,0.9893582466233818,0.8414709848078965,4.52720864451838,145.4,6.412146621021007,2.4595888418037104,8.0,4.465908118654584,2.2,0.0,0.0
8,8,6,0.4121184852417566,0.9092974268256817,4.5217885770490405,129.5,6.541895425466332,2.0794415416798357,13.1,4.1588830833596715,5.4,0.0,0.0
9,7,5,0.4121184852417566,-0.27941549819892586,4.537961436294641,88.0,6.550508743144447,2.0918640616783932,22.8,3.713572066704308,4.0,0.0,0.0
10,7,5,0.4121184852417566,-0.27941549819892586,4.537961436294641,88.0,6.550508743144447,2.0918640616783932,17.8,3.9512437185814275,7.2,0.0,0.0
11,7,5,0.4121184852417566,-0.27941549819892586,4.541164856012179,73.2,6.570882962339584,3.1612467120315646,19.3,3.6635616461296463,4.0,0.0,0.0
12,6,5,0.9893582466233818,-0.9589242746631385,4.1666652238017265,70.8,6.501740019568492,0.5877866649021191,17.0,4.290459441148391,6.7,0.0,0.0
13,6,5,0.4121184852417566,0.8414709848078965,4.520701029361642,126.5,6.533061829540727,2.0794415416798357,21.3,3.7612001156935624,2.2,0.0,0.0
14,6,5,0.4121184852417566,0.1411200080598672,4.542230386214217,133.3,6.551937110763387,2.322387720290225,26.4,3.091042453358316,4.5,0.0,0.0
15,6,5,0.4121184852417566,-0.9589242746631385,4.546481189639412,141.2,6.572142672772806,2.7013612129514133,22.9,3.8066624897703196,5.4,0.0,0.0
16,5,5,0.1411200080598672,-0.27941549819892586,4.529368472571809,35.8,4.404277243608702,2.174751721484161,15.1,3.332204510175204,5.4,0.0,0.0
17,8,5,-0.5440211108893698,0.8414709848078965,4.45318382899021,32.8,6.500087747318773,1.3862943611198906,16.7,3.871201010907891,4.9,0.0,0.0
18,6,4,0.1411200080598672,0.1411200080598672,4.502029427068578,27.9,4.273884476054178,1.9878743481543455,15.9,3.58351893845611,4.0,0.0,0.0
19,6,4,-0.7568024953079282,-0.27941549819892586,4.469350462845557,27.4,4.585987366571318,1.8082887711792655,9.3,3.8066624897703196,4.5,0.0,0.0
20,6,4,0.4121184852417566,0.9092974268256817,4.5217885770490405,129.5,6.541895425466332,2.0794415416798357,18.3,3.713572066704308,2.7,0.0,0.0
21,5,4,0.4121184852417566,0.8414709848078965,4.530446639792155,78.5,6.586585362369367,2.322387720290225,19.1,3.6635616461296463,2.7,0.0,0.0
22,7,4,-0.27941549819892586,0.6569865987187891,4.557029810660157,96.3,5.303304908059076,4.044804116661965,21.0,3.8066624897703196,4.5,0.0,0.0
23,7,4,0.9893582466233818,-0.27941549819892586,4.513054897080286,110.9,6.288601778330518,1.9740810260220096,19.5,3.784189633918261,5.8,0.0,0.0
24,7,4,0.9893582466233818,-0.27941549819892586,4.548599834499697,139.4,6.388897483518882,3.0587070727153796,23.7,3.4965075614664802,5.8,0.0,0.0
25,7,4,0.9893582466233818,0.6569865987187891,4.526126978647638,142.4,6.400921676485684,2.451005098112319,16.3,4.110873864173311,5.4,0.0,0.0
26,7,4,0.4121184852417566,-0.9589242746631385,4.536891345234797,117.9,6.505784060128229,2.580216829592325,19.0,3.5553480614894135,5.8,0.0,0.0
27,7,4,0.4121184852417566,0.8414709848078965,4.520701029361642,126.5,6.533061829540727,2.0794415416798357,19.4,3.8918202981106265,1.3,0.0,0.0
28,6,3,0.4121184852417566,-0.27941549819892586,4.547541073151455,145.4,6.582579002102776,2.2082744135228043,30.2,3.2188758248682006,2.7,0.0,0.0
29,6,3,0.4121184852417566,0.6569865987187891,4.548599834499697,149.3,6.592496438760121,2.2082744135228043,22.8,3.6888794541139363,3.6,0.0,0.0
30,6,3,0.4121184852417566,-0.9589242746631385,4.557029810660157,85.1,6.541462805948445,2.8273136219290276,25.4,3.2188758248682006,3.6,0.0,0.0
31,6,3,0.4121184852417566,0.8414709848078965,4.4953553199808844,91.8,6.566531772935438,2.0918640616783932,11.2,4.3694478524670215,7.6,0.0,0.0
32,6,3,0.4121184852417566,-0.9589242746631385,4.4953553199808844,69.7,6.562161567911363,1.916922612182061,20.6,3.6375861597263857,1.8,0.0,0.0
33,6,3,0.4121184852417566,0.6569865987187891,4.529368472571809,75.6,6.5782785168733104,2.174751721484161,17.7,3.6888794541139363,3.6,0.0,0.0
34,6,3,0.4121184852417566,0.8414709848078965,4.530446639792155,78.5,6.586585362369367,2.322387720290225,21.2,3.4965075614664802,2.7,0.0,0.0
35,6,3,0.4121184852417566,0.9092974268256817,4.514150787600923,80.7,6.59468702013994,1.9878743481543455,18.2,4.143134726391533,4.5,0.0,0.0
36,6,3,-0.5440211108893698,0.9092974268256817,4.517431271680085,35.4,6.507426954979125,2.0412203288596382,21.7,3.2188758248682006,4.5,0.0,0.0
37,7,4,-0.5440211108893698,-0.9589242746631385,4.51085950651685,41.5,6.527372951241436,2.272125885509337,11.3,4.110873864173311,5.4,0.0,0.0
38,7,3,-0.5440211108893698,-0.27941549819892586,4.517431271680085,43.7,6.533643478531968,2.0412203288596382,17.8,3.332204510175204,4.0,0.0,0.0
39,4,4,0.1411200080598672,0.9092974268256817,4.489759334476764,25.7,4.22829253473184,1.5686159179138452,14.1,3.784189633918261,2.7,0.0,0.0
40,4,4,0.6569865987187891,0.9092974268256817,4.388257184424518,60.6,5.907267388307226,0.9162907318741551,23.3,3.6375861597263857,3.1,0.0,0.0
41,4,4,0.9893582466233818,-0.27941549819892586,4.513054897080286,96.9,6.438071598547322,2.2925347571405443,18.4,3.7612001156935624,6.7,0.0,0.0
42,4,4,0.9893582466233818,0.9092974268256817,4.562262684976814,108.3,6.474045005433671,2.8903717578961645,16.6,4.007333185232471,5.4,0.0,0.0
43,4,4,0.4121184852417566,-0.27941549819892586,4.537961436294641,88.0,6.550508743144447,2.0918640616783932,19.6,3.8918202981106265,2.7,0.0,0.0
44,4,4,0.4121184852417566,0.1411200080598672,4.511957804265912,82.9,6.602180753688768,1.9740810260220096,12.9,4.31748811353631,4.9,0.0,0.0
45,5,6,0.4121184852417566,0.1411200080598672,4.557029810660157,85.1,6.541462805948445,2.8273136219290276,25.9,3.2188758248682006,4.0,0.0,0.0
46,5,6,0.4121184852417566,0.8414709848078965,4.520701029361642,126.5,6.533061829540727,2.0794415416798357,14.7,4.2626798770413155,3.6,0.0,0.0
47,6,6,0.6569865987187891,0.8414709848078965,4.55597994179732,62.3,6.095599311839989,2.4849066497880004,23.0,3.6109179126442243,3.1,0.0,0.0
48,4,4,0.1411200080598672,0.8414709848078965,4.4796069630127455,23.9,4.185098925490565,1.62924053973028,11.8,3.58351893845611,1.8,0.0,0.0
49,4,4,0.1411200080598672,0.8414709848078965,4.484131857611035,52.2,4.6520537718869415,1.791759469228055,11.0,3.8501476017100584,5.8,0.0,0.0
50,4,4,0.4121184852417566,-0.7568024953079282,4.542230386214217,137.0,6.56159627677138,2.322387720290225,20.8,2.8903717578961645,1.3,0.0,0.0
51,4,3,0.9893582466233818,0.6569865987187891,4.513054897080286,99.6,6.4492057997815175,1.9878743481543455,21.5,3.5553480614894135,2.2,0.0,0.0
52,4,3,0.9893582466233818,0.1411200080598672,4.533674184283021,111.2,6.48478789573783,2.3608540011180215,20.4,3.7612001156935624,4.9,0.0,0.0
53,4,3,0.9893582466233818,0.1411200080598672,4.533674184283021,111.2,6.48478789573783,2.3608540011180215,20.4,3.7612001156935624,4.9,0.0,0.0
54,4,3,0.9893582466233818,-0.7568024953079282,4.529368472571809,114.3,6.495718625490934,1.9878743481543455,17.6,3.828641396489095,3.6,0.0,0.0
55,4,3,0.4121184852417566,-0.7568024953079282,4.542230386214217,137.0,6.56159627677138,2.322387720290225,27.7,3.2188758248682006,2.2,0.0,0.0
56,4,3,0.4121184852417566,0.9092974268256817,4.514150787600923,80.7,6.59468702013994,1.9878743481543455,17.8,4.1588830833596715,4.9,0.0,0.0
57,4,3,-0.5440211108893698,0.6569865987187891,4.539030383483547,46.5,6.540741357248225,2.2823823856765264,13.8,3.9318256327243257,2.7,0.0,0.0
58,2,2,0.9092974268256817,0.8414709848078965,4.442651256490317,9.3,3.5553480614894135,1.1314021114911006,13.9,3.713572066704308,5.4,0.0,0.0
59,2,2,0.9092974268256817,-0.9589242746631385,4.472780997942346,13.2,3.784189633918261,1.840549633397487,12.3,3.9512437185814275,0.9,0.0,0.0
60,2,2,0.1411200080598672,0.6569865987187891,4.5031374604229395,51.3,4.636668853047462,2.3608540011180215,11.5,3.6888794541139363,5.8,0.0,0.0
61,2,2,0.1411200080598672,0.6569865987187891,4.5031374604229395,51.3,4.636668853047462,2.3608540011180215,5.5,4.0943445622221,6.3,0.0,0.0
62,2,2,0.9893582466233818,-0.7568024953079282,4.543294782270004,75.3,6.147613229597914,2.163323025660538,18.8,3.58351893845611,4.9,0.0,0.0
63,2,2,0.9893582466233818,0.6569865987187891,4.513054897080286,99.6,6.4492057997815175,1.9878743481543455,20.8,3.5263605246161616,2.7,0.0,0.0
64,2,2,0.9893582466233818,0.8414709848078965,4.522874943261261,103.2,6.461155627515417,1.916922612182061,23.1,3.4657359027997265,3.1,0.0,0.0
65,2,2,0.9893582466233818,-0.7568024953079282,4.529368472571809,114.3,6.495718625490934,1.9878743481543455,18.6,3.8066624897703196,4.5,0.0,0.0
66,2,2,0.4121184852417566,-0.9589242746631385,4.536891345234797,117.9,6.505784060128229,2.580216829592325,23.0,3.6375861597263857,4.5,0.0,0.0
67,2,2,0.4121184852417566,-0.9589242746631385,4.536891345234797,117.9,6.505784060128229,2.580216829592325,19.6,3.5263605246161616,5.4,0.0,0.0
68,2,2,0.4121184852417566,-0.9589242746631385,4.536891345234797,117.9,6.505784060128229,2.580216829592325,19.6,3.5263605246161616,6.3,0.0,0.0
69,4,5,0.1411200080598672,-0.9589242746631385,4.529368472571809,33.3,4.363098624788363,2.302585092994046,17.2,3.295836866004329,4.5,0.0,0.0
70,4,5,0.1411200080598672,-0.9589242746631385,4.523960130562548,48.3,4.593097604753822,2.6026896854443837,15.8,3.332204510175204,7.6,0.0,0.0
71,4,5,0.4121184852417566,-0.9589242746631385,4.557029810660157,85.1,6.541462805948445,2.8273136219290276,17.7,3.6375861597263857,3.6,0.0,0.0
72,5,4,0.1411200080598672,-0.9589242746631385,4.529368472571809,33.3,4.363098624788363,2.302585092994046,15.6,3.258096538021482,6.3,0.0,0.0
73,5,4,0.9893582466233818,0.9092974268256817,4.497584975308154,147.3,6.4224349456245085,2.302585092994046,17.3,3.784189633918261,4.5,0.0,0.0
74,5,4,0.4121184852417566,-0.9589242746631385,4.546481189639412,141.2,6.572142672772806,2.7013612129514133,27.6,3.4339872044851463,1.3,0.0,0.0
75,9,9,0.9092974268256817,-0.7568024953079282,4.44500143383527,6.8,3.3178157727231046,2.163323025660538,6.7,4.382026634673881,3.1,0.0,0.0
76,9,9,0.9092974268256817,-0.9589242746631385,4.472780997942346,13.2,3.784189633918261,1.840549633397487,15.7,3.784189633918261,3.1,0.0,0.0
77,1,3,0.1411200080598672,0.8414709848078965,4.484131857611035,52.2,4.6520537718869415,1.791759469228055,8.3,4.290459441148391,3.1,0.0,0.0
78,1,2,0.9893582466233818,-0.9589242746631385,4.511957804265912,108.0,6.274385302458052,2.6026896854443837,14.7,4.204692619390966,2.7,0.0,0.0
79,1,2,0.9893582466233818,0.9092974268256817,4.5217885770490405,121.2,6.332568896055757,2.0794415416798357,21.6,2.995732273553991,6.7,0.0,0.0
80,1,2,0.9893582466233818,0.6569865987187891,4.526126978647638,142.4,6.400921676485684,2.451005098112319,19.5,3.6888794541139363,6.3,0.0,0.0
81,1,2,0.9893582466233818,0.6569865987187891,4.513054897080286,99.6,6.4492057997815175,1.9878743481543455,17.9,3.8066624897703196,2.2,0.0,0.0
82,1,2,0.9893582466233818,0.9092974268256817,4.562262684976814,108.3,6.474045005433671,2.8903717578961645,18.6,3.9512437185814275,4.5,0.0,0.0
83,1,2,0.9893582466233818,0.1411200080598672,4.533674184283021,111.2,6.48478789573783,2.3608540011180215,16.6,3.871201010907891,0.9,0.0,0.0
84,1,2,0.9893582466233818,-0.7568024953079282,4.529368472571809,114.3,6.495718625490934,1.9878743481543455,20.2,3.828641396489095,3.6,0.0,0.0
85,1,2,0.4121184852417566,-0.7568024953079282,4.542230386214217,137.0,6.56159627677138,2.322387720290225,21.5,2.772588722239781,0.9,0.0,0.0
86,1,2,0.4121184852417566,-0.7568024953079282,4.542230386214217,137.0,6.56159627677138,2.322387720290225,25.4,3.332204510175204,2.2,0.0,0.0
87,1,2,0.4121184852417566,-0.7568024953079282,4.542230386214217,137.0,6.56159627677138,2.322387720290225,22.4,3.5553480614894135,2.2,0.0,0.0
88,1,2,0.4121184852417566,0.6569865987187891,4.548599834499697,149.3,6.592496438760121,2.2082744135228043,25.3,3.6109179126442243,3.6,0.0,0.0
89,6,5,0.1411200080598672,-0.27941549819892586,4.529368472571809,35.8,4.404277243608702,2.174751721484161,17.4,3.258096538021482,4.9,0.0,0.0
90,6,5,0.9893582466233818,-0.27941549819892586,4.513054897080286,96.9,6.438071598547322,2.2925347571405443,14.7,4.0943445622221,5.8,0.0,0.0
91,8,6,0.1411200080598672,-0.9589242746631385,4.529368472571809,35.8,4.404277243608702,2.174751721484161,17.4,3.2188758248682006,5.4,0.0,0.0
92,8,6,0.9893582466233818,0.6569865987187891,4.535820107853298,85.3,6.192362489474872,2.7536607123542622,20.8,3.4965075614664802,6.3,0.0,0.0
93,8,6,0.9893582466233818,0.6569865987187891,4.526126978647638,142.4,6.400921676485684,2.451005098112319,18.2,3.784189633918261,4.9,0.0,0.0
94,8,6,0.9893582466233818,0.8414709848078965,4.522874943261261,103.2,6.461155627515417,1.916922612182061,23.4,3.1354942159291497,2.7,0.0,0.0
95,4,4,0.4121184852417566,0.6569865987187891,4.507557357121091,90.0,6.558765017801951,1.7578579175523736,17.8,4.174387269895637,1.3,0.0,0.0
96,3,4,0.9092974268256817,-0.27941549819892586,4.441474093317302,8.0,3.4404180948154366,1.2809338454620642,12.7,3.8918202981106265,1.8,0.0,0.0
97,3,4,0.1411200080598672,-0.27941549819892586,4.248495242049359,2.4,2.803360380906535,0.5306282510621704,17.4,3.2188758248682006,5.4,0.0,0.0
98,3,4,0.9893582466233818,0.6569865987187891,4.526126978647638,142.4,6.400921676485684,2.451005098112319,11.6,4.477336814478207,4.5,0.0,0.0
99,3,4,0.9893582466233818,0.6569865987187891,4.526126978647638,142.4,6.400921676485684,2.451005098112319,19.8,3.6888794541139363,5.4,0.0,0.0
100,3,4,0.9893582466233818,0.6569865987187891,4.526126978647638,142.4,6.400921676485684,2.451005098112319,19.8,3.6888794541139363,5.4,0.0,0.0
101,3,4,0.9893582466233818,0.9092974268256817,4.497584975308154,147.3,6.4224349456245085,2.302585092994046,14.4,4.204692619390966,5.4,0.0,0.0
102,2,4,0.9893582466233818,0.9092974268256817,4.562262684976814,108.3,6.474045005433671,2.8903717578961645,20.1,3.713572066704308,4.0,0.0,0.0
103,2,4,0.4121184852417566,-0.27941549819892586,4.537961436294641,121.1,6.515305107951467,2.2617630984737906,24.1,3.4011973816621555,4.5,0.0,0.0
104,2,4,0.8414709848078965,-0.27941549819892586,4.420044701861403,3.7,2.33214389523559,1.3609765531356006,5.3,4.3694478524670215,3.1,0.0,0.0
105,4,5,0.1411200080598672,-0.9589242746631385,4.464758032271346,19.5,4.065602093356446,1.33500106673234,12.7,3.970291913552122,6.3,0.0,0.0
106,4,5,0.1411200080598672,-0.7568024953079282,4.526126978647638,30.7,4.321480134805848,2.1400661634962708,18.2,3.4011973816621555,3.1,0.0,0.0
107,4,5,0.9893582466233818,0.6569865987187891,4.513054897080286,99.6,6.4492057997815175,1.9878743481543455,21.4,3.5263605246161616,3.1,0.0,0.0
108,4,5,0.4121184852417566,-0.27941549819892586,4.537961436294641,88.0,6.550508743144447,2.0918640616783932,20.3,3.828641396489095,3.1,0.0,0.0
109,4,5,0.4121184852417566,0.8414709848078965,4.4953553199808844,91.8,6.566531772935438,2.0918640616783932,17.4,4.04305126783455,5.4,0.0,0.0
110,4,4,0.1411200080598672,-0.9589242746631385,4.464758032271346,19.5,4.065602093356446,1.33500106673234,13.7,3.784189633918261,5.8,0.0,0.0
111,3,4,0.1411200080598672,-0.9589242746631385,4.529368472571809,33.3,4.363098624788363,2.302585092994046,18.8,2.9444389791664403,4.5,0.0,0.0
112,3,4,0.4121184852417566,0.6569865987187891,4.507557357121091,90.0,6.558765017801951,1.7578579175523736,22.8,3.6888794541139363,3.6,0.0,0.0
113,3,4,0.4121184852417566,0.8414709848078965,4.530446639792155,78.5,6.586585362369367,2.322387720290225,18.9,3.58351893845611,2.7,0.0,0.0
114,3,4,0.1411200080598672,0.9092974268256817,4.489759334476764,25.7,4.22829253473184,1.5686159179138452,15.8,3.332204510175204,7.6,0.0,0.0
115,3,5,0.1411200080598672,0.9092974268256817,4.489759334476764,25.7,4.22829253473184,1.5686159179138452,15.5,3.332204510175204,6.3,0.0,0.0
116,3,4,0.1411200080598672,-0.27941549819892586,4.529368472571809,35.8,4.404277243608702,2.174751721484161,11.6,3.4339872044851463,6.3,0.0,0.0
117,3,4,0.1411200080598672,-0.27941549819892586,4.529368472571809,35.8,4.404277243608702,2.174751721484161,15.2,3.332204510175204,4.9,0.0,0.0
118,3,4,0.1411200080598672,0.8414709848078965,4.511957804265912,39.7,4.472780997942346,1.9740810260220096,10.6,3.4339872044851463,4.0,0.0,0.0
119,3,4,0.9893582466233818,-0.7568024953079282,4.543294782270004,75.3,6.147613229597914,2.163323025660538,19.6,3.6109179126442243,3.1,0.0,0.0
120,3,4,0.9893582466233818,0.8414709848078965,4.52720864451838,145.4,6.412146621021007,2.4595888418037104,10.3,4.31748811353631,2.2,0.0,0.0
121,3,4,0.9893582466233818,0.8414709848078965,4.52720864451838,145.4,6.412146621021007,2.4595888418037104,17.1,3.784189633918261,5.4,0.0,0.0
122,3,4,0.4121184852417566,0.6569865987187891,4.536891345234797,124.1,6.52458967836874,2.2512917986064953,22.5,3.7612001156935624,5.4,0.0,0.0
123,3,4,0.4121184852417566,0.9092974268256817,4.447346100794524,73.4,6.511596730194272,1.4350845252893227,17.9,3.828641396489095,3.1,0.0,0.0
124,3,4,0.4121184852417566,-0.9589242746631385,4.557029810660157,85.1,6.541462805948445,2.8273136219290276,19.8,3.9318256327243257,5.4,0.0,0.0
125,3,4,-0.5440211108893698,0.6569865987187891,4.539030383483547,46.5,6.540741357248225,2.2823823856765264,20.6,3.2188758248682006,5.4,0.0,0.0
126,3,5,0.1411200080598672,0.8414709848078965,4.484131857611035,52.2,4.6520537718869415,1.791759469228055,9.0,3.912023005428146,2.2,0.0,0.0
127,3,5,0.4121184852417566,-0.9589242746631385,4.548599834499697,149.3,6.592496438760121,2.2082744135228043,17.2,3.784189633918261,3.1,0.0,0.0
128,3,5,-0.5440211108893698,0.1411200080598672,4.526126978647638,37.9,6.514416350671813,1.824549292051046,15.9,3.8501476017100584,3.6,0.0,0.0
129,2,5,-0.5440211108893698,0.6569865987187891,4.539030383483547,46.5,6.540741357248225,2.2823823856765264,15.4,3.58351893845611,0.9,0.0,0.0
130,4,6,0.9092974268256817,-0.27941549819892586,4.237000862623624,21.5,4.4796069630127455,0.5877866649021191,15.4,3.713572066704308,2.7,0.0,0.0
131,4,6,0.1411200080598672,0.8414709848078965,4.4796069630127455,23.9,4.185098925490565,1.62924053973028,14.0,3.6888794541139363,3.1,0.0,0.0
132,4,6,0.1411200080598672,0.6569865987187891,4.5031374604229395,51.3,4.636668853047462,2.3608540011180215,10.6,3.8501476017100584,4.9,0.0,0.0
133,4,6,0.4121184852417566,-0.7568024953079282,4.550714000192032,80.9,6.53116913042435,2.9391619220655967,17.6,3.7612001156935624,3.1,0.0,0.0
134,3,5,0.1411200080598672,0.9092974268256817,4.489759334476764,25.7,4.22829253473184,1.5686159179138452,14.9,3.6635616461296463,2.7,0.0,0.0
135,3,5,0.9893582466233818,-0.27941549819892586,4.548599834499697,139.4,6.388897483518882,3.0587070727153796,17.6,3.970291913552122,5.8,0.0,0.0
